"filename","error","reported_p","real_p"
"./Papers/Roxanna Morote/Resilience or hope_ Incremental and convergent validity of the resilience scale .cermxml","chi2(8)=15.49, chi2/df=0.52, p=.05, RMSEA=.04, CFI=.99, TLI=.98",0.05,0.05029
